customer_id,person_age,occupation_status,years_employed,person_income,Credit_Score,cb_person_cred_hist_length,savings_assets,current_debt,defaults_on_file,delinquencies_last_2yrs,derogatory_marks,product_type,loan_intent,loan_amnt,interest_rate,debt_to_income_ratio,loan_to_income_ratio,payment_to_income_ratio,loan_status,Province,Latitude,Longitude,Risk_Segment,DTI_Ratio
CUST130887,63,Employed,23.6,77309,744,20.4,1508,12469,0,0,0,Personal Loan,Education,100000,9.98,0.161,1.294,0.431,1,Alberta,53.5594550130807,-113.6228382312165,Tier 2 - Prime,1.294
CUST130888,44,Employed,17.4,60076,672,19.2,1858,43389,0,0,0,Credit Card,Home Improvement,44100,18.97,0.722,0.734,0.245,0,Quebec,46.00715386607467,-73.42044735311663,Tier 3 - Near Prime,0.734
CUST130889,34,Employed,9.5,32381,535,15.7,436,2090,0,3,1,Personal Loan,Home Improvement,5700,16.26,0.065,0.176,0.059,0,Ontario,43.755397502588686,-79.4535354005349,Tier 4 - Subprime,0.176
CUST130890,62,Employed,3.1,91829,656,7.3,3906,34273,0,1,0,Credit Card,Education,25900,17.67,0.373,0.282,0.094,1,British Columbia,49.28747229726229,-123.0013825111172,Tier 3 - Near Prime,0.282
CUST130891,42,Employed,21.1,64442,625,3.4,33384,1814,0,2,0,Credit Card,Business,2700,20.68,0.028,0.042,0.014,1,British Columbia,49.51542151641847,-122.85077821163327,Tier 3 - Near Prime,0.042
CUST130892,42,Student,1.5,15788,712,4.8,97,8986,0,1,0,Personal Loan,Personal,24000,9.92,0.569,1.52,0.507,0,Quebec,45.84246556282715,-73.5587026512891,Tier 2 - Prime,1.52
CUST130893,30,Student,1.1,21641,629,7.2,3099,7597,0,0,0,Personal Loan,Education,1300,14.4,0.351,0.06,0.02,1,Quebec,44.92000932238662,-74.03345710183247,Tier 3 - Near Prime,0.06
CUST130894,35,Employed,7.6,64398,694,2.7,120,8178,0,0,0,Credit Card,Education,34700,17.92,0.127,0.539,0.18,1,British Columbia,49.309440272428944,-123.32085941627666,Tier 2 - Prime,0.539
CUST130895,30,Employed,11.7,22847,559,11.7,4147,10379,0,0,0,Line of Credit,Personal,16100,13.59,0.454,0.705,0.235,0,Alberta,53.876960874493506,-113.12798129602159,Tier 4 - Subprime,0.705
CUST130896,52,Employed,28.5,66605,565,10.4,481,20394,0,1,0,Credit Card,Medical,61600,22.87,0.306,0.925,0.308,1,Alberta,53.43509409530234,-113.4101321482837,Tier 4 - Subprime,0.925
CUST130897,18,Self-Employed,1.0,83850,622,1.6,196,23616,0,0,0,Line of Credit,Business,49100,12.9,0.282,0.586,0.195,0,Ontario,43.107343622084315,-79.07300358571356,Tier 3 - Near Prime,0.586
CUST130898,51,Employed,20.7,58405,602,12.0,3188,3880,0,1,0,Credit Card,Medical,40000,20.68,0.066,0.685,0.228,1,Ontario,43.0742643681376,-78.9174130991529,Tier 3 - Near Prime,0.685
CUST130899,24,Employed,1.4,37778,529,3.6,460,2880,0,0,0,Credit Card,Education,32200,22.17,0.076,0.852,0.284,0,Alberta,53.898720749450305,-113.56740851113715,Tier 4 - Subprime,0.852
CUST130900,34,Employed,9.1,43942,671,15.8,62,13451,0,0,0,Personal Loan,Personal,18700,11.23,0.306,0.426,0.142,1,Alberta,53.18379076955697,-113.67026059352871,Tier 3 - Near Prime,0.426
CUST130901,31,Employed,9.5,30277,639,6.4,978,12663,0,0,0,Line of Credit,Personal,18000,11.8,0.418,0.595,0.198,1,Ontario,43.26310013461992,-79.84945433422133,Tier 3 - Near Prime,0.595
CUST130902,28,Employed,4.7,22242,775,0.2,3,6935,0,0,0,Personal Loan,Education,1100,9.4,0.312,0.049,0.016,1,Quebec,45.2491727441564,-73.84243184294037,Tier 1 - Super Prime,0.049
CUST130903,43,Student,0.6,17145,598,9.0,735,2543,0,0,0,Personal Loan,Business,12000,15.81,0.148,0.7,0.233,0,Manitoba,49.41770191391133,-97.23248032234481,Tier 4 - Subprime,0.7
CUST130904,34,Employed,5.5,123544,537,10.1,22974,82444,0,1,0,Personal Loan,Personal,81600,16.67,0.667,0.66,0.22,0,Manitoba,49.359043800475774,-97.57976809051611,Tier 4 - Subprime,0.66
CUST130905,26,Employed,6.9,49100,573,4.3,2884,19834,0,1,0,Credit Card,Business,41600,21.16,0.404,0.847,0.282,0,Alberta,53.992810254681345,-113.95802739195763,Tier 4 - Subprime,0.847
CUST130906,36,Employed,1.3,58427,726,12.4,4702,21729,0,0,0,Line of Credit,Medical,36300,8.48,0.372,0.621,0.207,1,Ontario,43.41654034866357,-79.44891268532103,Tier 2 - Prime,0.621
CUST130907,26,Employed,7.3,24110,649,1.0,346,3458,0,1,0,Credit Card,Education,7700,19.62,0.143,0.319,0.106,1,British Columbia,49.38157039032689,-123.27383645089635,Tier 3 - Near Prime,0.319
CUST130908,28,Employed,2.6,38531,574,8.8,441,3935,0,2,0,Personal Loan,Home Improvement,11100,16.51,0.102,0.288,0.096,0,Ontario,44.08256106533381,-78.96733914670843,Tier 4 - Subprime,0.288
CUST130909,18,Student,1.2,32600,607,0.1,0,6281,0,0,0,Credit Card,Debt Consolidation,3300,19.96,0.193,0.101,0.034,0,Manitoba,50.46805169002104,-97.70465886891915,Tier 3 - Near Prime,0.101
CUST130910,29,Employed,5.5,48410,643,8.8,2264,7435,0,0,0,Credit Card,Personal,41100,19.39,0.154,0.849,0.283,1,Ontario,43.87938843447261,-79.06739054120492,Tier 3 - Near Prime,0.849
CUST130911,40,Student,0.6,16801,725,21.0,591,10379,0,2,0,Line of Credit,Medical,13000,8.18,0.618,0.774,0.258,0,British Columbia,49.82289691394732,-123.47055053748689,Tier 2 - Prime,0.774
CUST130912,35,Employed,15.3,32158,596,10.9,4629,9758,0,0,1,Personal Loan,Business,4200,15.49,0.303,0.131,0.044,0,Quebec,45.40992607449578,-73.111867117946,Tier 4 - Subprime,0.131
CUST130913,56,Student,1.7,19373,760,5.1,641,3987,0,0,1,Line of Credit,Personal,12100,7.31,0.206,0.625,0.208,1,Alberta,53.8935530542749,-113.75363572214759,Tier 1 - Super Prime,0.625
CUST130914,66,Employed,22.1,49507,729,25.1,40766,25526,0,0,0,Line of Credit,Education,20800,8.5,0.516,0.42,0.14,1,Quebec,46.02682328736433,-73.5065581106218,Tier 2 - Prime,0.42
CUST130915,29,Employed,4.5,41619,629,0.2,23,5948,0,0,0,Line of Credit,Personal,7700,12.33,0.143,0.185,0.062,1,Ontario,43.1169912633022,-79.6786919683533,Tier 3 - Near Prime,0.185
CUST130916,25,Student,1.4,15000,537,2.4,315,6976,1,3,1,Line of Credit,Personal,5700,14.86,0.465,0.38,0.127,0,British Columbia,49.063638237463906,-123.22636366781681,Tier 4 - Subprime,0.38
CUST130917,48,Employed,3.6,94562,634,3.0,1570,27607,0,1,0,Personal Loan,Personal,90100,13.24,0.292,0.953,0.318,1,Ontario,43.94150416193235,-79.69735767593735,Tier 3 - Near Prime,0.953
CUST130918,39,Employed,19.9,81907,626,0.8,730,21026,0,0,0,Credit Card,Medical,34800,19.12,0.257,0.425,0.142,1,Ontario,43.43152388541931,-79.53548932103091,Tier 3 - Near Prime,0.425
CUST130919,48,Self-Employed,23.2,82770,649,27.0,1078,24475,0,0,0,Personal Loan,Business,96300,13.96,0.296,1.163,0.388,0,Saskatchewan,51.55363884633353,-106.23217054550992,Tier 3 - Near Prime,1.163
CUST130920,39,Student,1.0,15000,663,6.6,239,3168,0,0,0,Line of Credit,Business,5700,10.8,0.211,0.38,0.127,1,Quebec,45.87013028834814,-73.33368734578454,Tier 3 - Near Prime,0.38
CUST130921,32,Self-Employed,8.5,80896,605,2.7,2299,12767,0,0,0,Line of Credit,Personal,50000,11.86,0.158,0.618,0.206,1,British Columbia,48.880367451636786,-123.31901173355105,Tier 3 - Near Prime,0.618
CUST130922,32,Student,1.8,15000,645,4.9,210,4290,0,1,0,Personal Loan,Education,17400,13.09,0.286,1.16,0.387,0,Quebec,45.28674248246853,-73.14196296975976,Tier 3 - Near Prime,1.16
CUST130923,40,Employed,2.9,36118,614,21.0,14524,7547,0,3,0,Credit Card,Home Improvement,44800,20.02,0.209,1.24,0.413,0,British Columbia,49.7753906967679,-123.65903142488845,Tier 3 - Near Prime,1.24
CUST130924,32,Employed,3.7,34145,556,4.3,500,9548,0,0,0,Credit Card,Debt Consolidation,9800,21.53,0.28,0.287,0.096,0,British Columbia,48.933332100536276,-122.87449531775503,Tier 4 - Subprime,0.287
CUST130925,49,Self-Employed,6.5,81032,671,25.4,30989,64825,1,0,0,Personal Loan,Education,86200,12.14,0.8,1.064,0.355,0,British Columbia,49.756411709625944,-122.96895499783326,Tier 3 - Near Prime,1.064
CUST130926,19,Student,1.3,15000,592,1.1,43,750,0,1,0,Credit Card,Education,1500,21.75,0.05,0.1,0.033,1,Saskatchewan,52.04025622353533,-106.82056962975649,Tier 4 - Subprime,0.1
CUST130927,49,Self-Employed,26.6,50779,736,29.1,415,21664,0,0,0,Line of Credit,Education,26600,8.31,0.427,0.524,0.175,1,Quebec,46.00345827593253,-73.67221796091124,Tier 2 - Prime,0.524
CUST130928,18,Employed,0.0,32716,460,1.5,75,10768,1,2,0,Credit Card,Education,39500,22.35,0.329,1.207,0.402,0,British Columbia,49.73492243657919,-123.26580460002359,Tier 4 - Subprime,1.207
CUST130929,36,Employed,17.9,41486,640,10.4,1260,20469,0,1,0,Credit Card,Medical,34000,20.68,0.493,0.82,0.273,1,Alberta,53.444392703712026,-113.32457344548729,Tier 3 - Near Prime,0.82
CUST130930,31,Employed,1.5,41694,543,1.8,359,7843,0,1,0,Credit Card,Personal,45200,21.27,0.188,1.084,0.361,0,Ontario,44.159446874517485,-79.69760619595439,Tier 4 - Subprime,1.084
CUST130931,18,Self-Employed,1.0,78963,558,1.6,601,5670,0,1,0,Credit Card,Debt Consolidation,61800,21.54,0.072,0.783,0.261,0,Quebec,45.660965003184195,-72.97365587323999,Tier 4 - Subprime,0.783
CUST130932,18,Employed,0.0,38176,620,1.5,145,9431,0,2,0,Personal Loan,Personal,19900,13.77,0.247,0.521,0.174,0,Saskatchewan,52.10393816679329,-107.26651495116528,Tier 3 - Near Prime,0.521
CUST130933,21,Employed,0.1,68190,641,2.2,1969,20705,0,1,0,Credit Card,Business,41300,20.3,0.304,0.606,0.202,0,Ontario,43.690028904041725,-79.42414742298376,Tier 3 - Near Prime,0.606
CUST130934,35,Employed,5.7,25002,663,8.5,589,7858,0,0,0,Credit Card,Debt Consolidation,29900,17.9,0.314,1.196,0.399,1,Ontario,43.129160638298586,-79.70800776716229,Tier 3 - Near Prime,1.196
CUST130935,27,Employed,4.2,36706,531,4.8,241,2450,0,0,1,Line of Credit,Education,24200,13.52,0.067,0.659,0.22,0,Quebec,45.870809179947784,-73.74193796713544,Tier 4 - Subprime,0.659
CUST130936,22,Employed,3.6,23522,702,2.4,136,16207,0,0,0,Credit Card,Business,31000,17.29,0.689,1.318,0.439,0,Ontario,43.40415987146948,-78.947477577869,Tier 2 - Prime,1.318
CUST130937,51,Employed,23.2,53771,625,1.9,69,8182,0,1,1,Personal Loan,Education,62700,13.9,0.152,1.166,0.389,0,Manitoba,49.619302402184616,-97.30973161621465,Tier 3 - Near Prime,1.166
CUST130938,20,Employed,1.3,23334,624,0.9,682,7252,0,0,0,Credit Card,Personal,15900,19.36,0.311,0.681,0.227,0,Ontario,43.9116780656885,-79.72632887751166,Tier 3 - Near Prime,0.681
CUST130939,43,Employed,3.2,34304,705,12.0,28,12259,0,0,0,Personal Loan,Debt Consolidation,31800,9.93,0.357,0.927,0.309,1,Ontario,43.49816949633004,-79.54296699930957,Tier 2 - Prime,0.927
CUST130940,24,Self-Employed,1.3,80242,666,2.3,1977,35516,0,0,0,Personal Loan,Personal,96000,12.67,0.443,1.196,0.399,0,Alberta,53.56309589437885,-113.70985237100864,Tier 3 - Near Prime,1.196
CUST130941,21,Employed,1.3,51051,491,0.8,38,24319,0,1,0,Line of Credit,Business,32000,13.75,0.476,0.627,0.209,0,Ontario,43.55908865475193,-79.37370981227804,Tier 4 - Subprime,0.627
CUST130942,27,Employed,2.7,23974,600,5.3,444,4870,0,2,0,Credit Card,Home Improvement,13100,19.74,0.203,0.546,0.182,0,British Columbia,49.28826243988349,-122.64084137763246,Tier 3 - Near Prime,0.546
CUST130943,42,Employed,10.5,33387,673,23.2,1111,11271,0,0,0,Line of Credit,Medical,28100,9.98,0.338,0.842,0.281,1,Alberta,53.212707396722585,-113.25825087389667,Tier 3 - Near Prime,0.842
CUST130944,18,Employed,0.0,15000,671,0.6,237,6618,0,0,1,Credit Card,Home Improvement,8200,17.69,0.441,0.547,0.182,0,Alberta,54.00802299942873,-113.07363283447299,Tier 3 - Near Prime,0.547
CUST130945,38,Employed,12.1,28863,610,6.3,282,8776,0,1,0,Credit Card,Medical,31300,19.38,0.304,1.084,0.361,1,Alberta,53.6783119669702,-113.73239137085605,Tier 3 - Near Prime,1.084
CUST130946,23,Employed,2.6,55443,603,4.3,2397,7404,0,0,0,Personal Loan,Education,59000,14.06,0.134,1.064,0.355,1,Ontario,43.33365005211576,-79.94769136670112,Tier 3 - Near Prime,1.064
CUST130947,25,Employed,3.8,81837,530,0.7,329,49228,0,0,0,Personal Loan,Debt Consolidation,46800,16.73,0.602,0.572,0.191,0,Ontario,43.16304691972489,-79.54896395358323,Tier 4 - Subprime,0.572
CUST130948,39,Employed,16.2,89606,692,14.9,4462,30655,0,0,0,Personal Loan,Personal,95400,11.66,0.342,1.065,0.355,1,Ontario,43.69576173780206,-79.13475700787443,Tier 2 - Prime,1.065
CUST130949,61,Employed,39.0,81438,757,18.0,12334,4744,0,0,0,Line of Credit,Medical,30200,7.3,0.058,0.371,0.124,1,Ontario,43.61494336121275,-79.65208803387728,Tier 2 - Prime,0.371
CUST130950,24,Self-Employed,2.0,77826,613,4.6,435,15727,0,3,0,Personal Loan,Education,100000,13.71,0.202,1.285,0.428,0,Quebec,46.02068794599349,-73.83544332002299,Tier 3 - Near Prime,1.285
CUST130951,43,Self-Employed,14.2,66671,716,9.7,211,17550,0,1,0,Credit Card,Business,19600,16.22,0.263,0.294,0.098,1,Ontario,43.33004030980534,-79.8716727357651,Tier 2 - Prime,0.294
CUST130952,31,Employed,4.8,35482,676,7.4,288,7101,0,0,0,Personal Loan,Education,34300,12.38,0.2,0.967,0.322,1,Quebec,45.95962629048622,-73.91761298113171,Tier 3 - Near Prime,0.967
CUST130953,29,Self-Employed,4.5,74748,636,8.2,249,18055,0,2,1,Credit Card,Personal,57100,20.84,0.242,0.764,0.255,1,Ontario,43.97299318492126,-79.10363896685865,Tier 3 - Near Prime,0.764
CUST130954,47,Employed,2.0,21065,692,17.9,2022,6685,0,0,0,Line of Credit,Medical,10800,10.83,0.317,0.513,0.171,1,Quebec,45.47350548350831,-73.55803829193472,Tier 2 - Prime,0.513
CUST130955,24,Self-Employed,1.2,207400,660,5.8,4095,29259,0,0,0,Line of Credit,Personal,50000,10.01,0.141,0.241,0.08,1,Ontario,44.101727087638174,-79.90263647588708,Tier 3 - Near Prime,0.241
CUST130956,21,Student,1.8,31497,701,0.3,2,906,0,0,0,Credit Card,Business,3100,15.51,0.029,0.098,0.033,1,Ontario,44.0874548194558,-78.78645199107466,Tier 2 - Prime,0.098
CUST130957,40,Employed,16.5,88708,639,4.3,552,44604,0,3,0,Personal Loan,Home Improvement,39100,14.25,0.503,0.441,0.147,0,British Columbia,49.54000601212071,-123.03982662202311,Tier 3 - Near Prime,0.441
CUST130958,54,Self-Employed,8.1,55479,700,16.2,1501,16264,0,0,0,Line of Credit,Personal,24100,8.58,0.293,0.434,0.145,1,British Columbia,48.8045612249341,-123.53405320640356,Tier 2 - Prime,0.434
CUST130959,43,Employed,10.3,52095,703,2.6,39,13122,0,1,0,Personal Loan,Business,4900,10.7,0.252,0.094,0.031,1,Alberta,53.13832933164085,-114.03563948312647,Tier 2 - Prime,0.094
CUST130960,18,Employed,0.0,23613,524,0.3,526,2618,0,1,0,Line of Credit,Home Improvement,7600,13.78,0.111,0.322,0.107,0,Alberta,53.65602062239222,-113.4245769458921,Tier 4 - Subprime,0.322
CUST130961,27,Employed,7.8,15846,625,8.0,5174,2272,0,0,0,Credit Card,Home Improvement,1500,20.65,0.143,0.095,0.032,1,British Columbia,48.977203289010546,-123.41730099973125,Tier 3 - Near Prime,0.095
CUST130962,46,Employed,8.4,59622,695,18.8,6379,33736,0,1,0,Personal Loan,Medical,61400,12.35,0.566,1.03,0.343,0,British Columbia,49.344100751368316,-123.4197187442147,Tier 2 - Prime,1.03
CUST130963,53,Self-Employed,16.9,98820,692,15.5,7758,33999,0,0,0,Personal Loan,Home Improvement,100000,12.45,0.344,1.012,0.337,1,Ontario,43.72614156570861,-79.38904929463448,Tier 2 - Prime,1.012
CUST130964,37,Employed,18.7,77516,597,9.5,7928,22324,0,0,0,Credit Card,Debt Consolidation,25300,21.66,0.288,0.326,0.109,1,Ontario,43.757713445454996,-79.42609450778696,Tier 4 - Subprime,0.326
CUST130965,28,Employed,1.8,46662,663,5.8,837,7825,0,0,0,Credit Card,Personal,32500,18.21,0.168,0.696,0.232,1,Alberta,53.629909929090985,-113.66201691767704,Tier 3 - Near Prime,0.696
CUST130966,54,Student,1.8,25958,529,3.1,24,3243,0,4,0,Personal Loan,Debt Consolidation,20900,15.72,0.125,0.805,0.268,0,Ontario,43.5083103479531,-79.0122983706644,Tier 4 - Subprime,0.805
CUST130967,34,Employed,4.1,30908,732,0.3,47,8550,0,0,0,Credit Card,Medical,6000,16.55,0.277,0.194,0.065,1,Ontario,43.30549391097782,-79.50322024306067,Tier 2 - Prime,0.194
CUST130968,27,Self-Employed,1.5,37276,585,7.8,7350,27095,0,0,0,Credit Card,Education,32600,22.64,0.727,0.875,0.292,0,Ontario,43.67545137254487,-79.44515826958983,Tier 4 - Subprime,0.875
CUST130969,25,Employed,0.2,50973,541,6.6,390,19259,0,0,0,Line of Credit,Education,14300,14.16,0.378,0.281,0.094,1,Ontario,43.647397441487115,-79.22935833337658,Tier 4 - Subprime,0.281
CUST130970,20,Self-Employed,1.0,111469,641,2.0,746,5514,0,0,0,Credit Card,Business,70000,20.05,0.049,0.628,0.209,0,Alberta,53.2763323830251,-113.23601734357099,Tier 3 - Near Prime,0.628
CUST130971,69,Employed,0.1,101498,699,8.0,1253,30218,0,0,0,Credit Card,Business,31800,17.29,0.298,0.313,0.104,1,Ontario,43.114619923681126,-79.53718760490597,Tier 2 - Prime,0.313
CUST130972,52,Employed,32.4,38545,514,0.2,36,15681,0,0,1,Credit Card,Personal,35600,21.7,0.407,0.924,0.308,0,Quebec,45.14838317093377,-73.54257740099469,Tier 4 - Subprime,0.924
CUST130973,27,Student,0.4,24372,593,1.9,375,7288,0,0,0,Personal Loan,Business,39800,16.3,0.299,1.633,0.544,0,Ontario,43.714137865674466,-79.38058054510444,Tier 4 - Subprime,1.633
CUST130974,55,Self-Employed,24.6,32978,711,8.7,1751,2210,0,0,0,Personal Loan,Debt Consolidation,6900,10.69,0.067,0.209,0.07,1,British Columbia,49.32544307046346,-122.6658993642945,Tier 2 - Prime,0.209
CUST130975,41,Employed,19.8,93419,652,17.4,4156,57488,0,0,0,Line of Credit,Personal,50000,9.59,0.615,0.535,0.178,0,British Columbia,48.84306733286,-123.21985263844067,Tier 3 - Near Prime,0.535
CUST130976,40,Student,0.2,15000,633,15.7,1490,10251,0,1,0,Personal Loan,Personal,17200,14.33,0.683,1.147,0.382,0,Ontario,43.7804626317242,-79.43061824988192,Tier 3 - Near Prime,1.147
CUST130977,26,Employed,3.1,22696,602,0.6,7,2597,0,1,0,Credit Card,Debt Consolidation,12800,19.93,0.114,0.564,0.188,0,Alberta,53.45327943611707,-113.40290173028149,Tier 3 - Near Prime,0.564
CUST130978,28,Employed,2.8,74521,663,9.3,722,29609,0,0,0,Personal Loan,Home Improvement,100000,11.1,0.397,1.342,0.447,0,Ontario,43.83760438086104,-79.18492027752968,Tier 3 - Near Prime,1.342
CUST130979,34,Employed,0.2,54071,644,9.9,2176,9755,0,1,0,Personal Loan,Debt Consolidation,8300,14.89,0.18,0.154,0.051,0,British Columbia,49.748306214199474,-123.7195435531791,Tier 3 - Near Prime,0.154
CUST130980,18,Self-Employed,1.0,55028,611,0.9,54,5666,0,2,0,Credit Card,Personal,11300,19.37,0.103,0.205,0.068,1,British Columbia,49.05295698693672,-122.93856092561715,Tier 3 - Near Prime,0.205
CUST130981,29,Employed,5.3,37356,631,1.7,27,8655,0,1,0,Credit Card,Debt Consolidation,19300,20.46,0.232,0.517,0.172,0,Saskatchewan,51.94996888230654,-107.08733654307923,Tier 3 - Near Prime,0.517
CUST130982,35,Employed,11.6,121100,660,4.9,3465,39693,0,0,0,Credit Card,Education,70000,18.63,0.328,0.578,0.193,1,Ontario,43.86537717338856,-78.81209201553831,Tier 3 - Near Prime,0.578
CUST130983,50,Self-Employed,7.6,62689,572,26.4,13189,40072,0,0,0,Credit Card,Business,7100,22.54,0.639,0.113,0.038,0,Ontario,44.19218662043722,-79.55368759651091,Tier 4 - Subprime,0.113
CUST130984,27,Student,1.7,25854,583,1.9,1031,14198,0,0,1,Credit Card,Business,2600,21.15,0.549,0.101,0.034,0,Ontario,43.636547376397544,-79.40502322592619,Tier 4 - Subprime,0.101
CUST130985,44,Employed,12.5,29247,692,23.1,26782,5620,0,1,0,Line of Credit,Personal,22600,9.21,0.192,0.773,0.258,1,Ontario,43.25634379465646,-79.90125666402686,Tier 2 - Prime,0.773
CUST130986,18,Student,1.3,23225,582,1.9,635,11079,1,4,0,Personal Loan,Education,23100,16.17,0.477,0.995,0.332,0,Ontario,44.17520611694266,-78.93660770379803,Tier 4 - Subprime,0.995
CUST130987,49,Self-Employed,13.2,67937,712,12.9,294,17638,0,0,0,Line of Credit,Home Improvement,35800,8.86,0.26,0.527,0.176,1,Ontario,43.61693272505756,-79.68611767407651,Tier 2 - Prime,0.527
CUST130988,24,Employed,0.5,50383,654,1.4,294,21818,0,0,0,Credit Card,Medical,24300,18.08,0.433,0.482,0.161,1,Quebec,45.45453934050473,-73.79949711332047,Tier 3 - Near Prime,0.482
CUST130989,36,Employed,18.0,47220,711,12.5,2235,16157,0,0,0,Credit Card,Home Improvement,14400,15.59,0.342,0.305,0.102,1,Manitoba,49.94287011761245,-96.99348262718703,Tier 2 - Prime,0.305
CUST130990,39,Self-Employed,13.5,44956,645,18.3,5701,22886,0,1,0,Personal Loan,Medical,48400,14.44,0.509,1.077,0.359,0,Ontario,43.35620528715485,-79.97407959029925,Tier 3 - Near Prime,1.077
CUST130991,37,Employed,18.6,61354,658,12.7,12843,9015,0,0,0,Credit Card,Education,14200,17.82,0.147,0.231,0.077,1,Saskatchewan,52.474832102962615,-106.08105698856797,Tier 3 - Near Prime,0.231
CUST130992,33,Self-Employed,9.2,69221,549,4.7,58,21710,0,0,1,Credit Card,Education,21400,21.57,0.314,0.309,0.103,1,Alberta,53.71535233470517,-113.48489419193093,Tier 4 - Subprime,0.309
CUST130993,20,Self-Employed,1.0,58985,649,1.9,50,3084,0,0,2,Credit Card,Debt Consolidation,2800,19.66,0.052,0.047,0.016,0,Manitoba,50.44094431661254,-96.73700949313839,Tier 3 - Near Prime,0.047
CUST130994,24,Employed,4.1,28135,646,4.4,159,10311,0,0,0,Credit Card,Home Improvement,37100,19.7,0.366,1.319,0.44,0,Manitoba,49.53976573998168,-96.64987168415449,Tier 3 - Near Prime,1.319
CUST130995,46,Student,1.7,25543,639,0.4,4,4272,0,2,0,Personal Loan,Personal,1200,14.94,0.167,0.047,0.016,1,British Columbia,49.42566136708251,-123.7201867638713,Tier 3 - Near Prime,0.047
CUST130996,27,Self-Employed,3.6,123099,610,3.4,1785,42461,0,1,0,Personal Loan,Personal,100000,13.66,0.345,0.812,0.271,1,Alberta,53.566060909175256,-113.57995698184521,Tier 3 - Near Prime,0.812
CUST130997,33,Employed,9.8,67547,708,4.5,101,30873,0,0,0,Credit Card,Business,5400,17.36,0.457,0.08,0.027,1,Quebec,45.97540461084556,-73.09960920675022,Tier 2 - Prime,0.08
CUST130998,18,Self-Employed,1.0,36238,519,1.9,49,3862,0,0,0,Credit Card,Home Improvement,24100,21.46,0.107,0.665,0.222,0,Quebec,44.93814022797153,-73.33626037577244,Tier 4 - Subprime,0.665
CUST130999,45,Employed,3.0,38819,651,8.2,298,13434,0,0,0,Personal Loan,Medical,55700,11.74,0.346,1.435,0.478,1,Manitoba,50.208060988262815,-96.85132414697442,Tier 3 - Near Prime,1.435
CUST131000,19,Employed,0.7,60407,606,0.6,13,13401,0,1,0,Personal Loan,Personal,100000,14.87,0.222,1.655,0.552,0,Ontario,43.80087165745953,-79.32142413272808,Tier 3 - Near Prime,1.655
CUST131001,45,Employed,15.3,71827,556,14.6,1614,23226,0,1,0,Personal Loan,Education,100000,15.24,0.323,1.392,0.464,0,Ontario,43.78225893860581,-78.81180832636457,Tier 4 - Subprime,1.392
CUST131002,22,Employed,2.9,21153,600,0.2,44,11169,0,1,0,Credit Card,Debt Consolidation,9300,19.83,0.528,0.44,0.147,0,British Columbia,49.733085722139315,-123.59682862735666,Tier 3 - Near Prime,0.44
CUST131003,47,Employed,16.9,98471,624,15.3,50581,44642,0,1,0,Credit Card,Personal,42400,19.03,0.453,0.431,0.144,1,Quebec,45.60945772656132,-73.12305559884989,Tier 3 - Near Prime,0.431
CUST131004,35,Employed,0.2,15000,529,15.4,218,3664,0,1,0,Personal Loan,Business,2800,15.44,0.244,0.187,0.062,0,Alberta,53.80520730739125,-113.28050967798333,Tier 4 - Subprime,0.187
CUST131005,28,Employed,9.7,36101,679,2.1,223,4355,0,1,0,Personal Loan,Home Improvement,59000,12.56,0.121,1.634,0.545,1,Ontario,43.82804883949547,-79.32591386995921,Tier 3 - Near Prime,1.634
CUST131006,54,Employed,4.4,43305,716,5.2,137,18267,0,0,0,Personal Loan,Debt Consolidation,30800,10.81,0.422,0.711,0.237,1,Quebec,44.985105645517734,-73.36454082153563,Tier 2 - Prime,0.711
CUST131007,34,Employed,11.4,26824,707,11.0,2987,10932,0,0,0,Personal Loan,Education,40500,11.06,0.408,1.51,0.503,1,Ontario,43.18859603936049,-79.04227888009859,Tier 2 - Prime,1.51
CUST131008,30,Self-Employed,5.3,79103,689,2.4,261,23806,0,0,0,Credit Card,Business,70000,18.37,0.301,0.885,0.295,1,Manitoba,49.70129658550449,-97.5161080701858,Tier 2 - Prime,0.885
CUST131009,45,Self-Employed,6.5,75180,692,23.0,2735,30286,0,0,0,Credit Card,Medical,70000,18.46,0.403,0.931,0.31,1,Ontario,43.864041994414464,-79.7183955051098,Tier 2 - Prime,0.931
CUST131010,18,Employed,0.0,19054,578,0.3,131,8287,0,0,1,Personal Loan,Personal,29100,16.75,0.435,1.527,0.509,0,Alberta,52.977839147300784,-113.79985617430017,Tier 4 - Subprime,1.527
CUST131011,18,Employed,0.0,84578,570,1.9,434,35506,0,0,0,Credit Card,Medical,70000,22.67,0.42,0.828,0.276,0,Ontario,43.98031453572711,-79.56725128037864,Tier 4 - Subprime,0.828
CUST131012,48,Employed,2.1,44894,735,11.1,1511,8630,0,1,0,Credit Card,Personal,28200,15.72,0.192,0.628,0.209,1,Ontario,43.29681173726343,-79.3040292328714,Tier 2 - Prime,0.628
CUST131013,24,Employed,4.2,35588,651,0.5,17,7954,0,0,0,Line of Credit,Medical,7200,9.55,0.224,0.202,0.067,1,Ontario,43.72462353866136,-78.8899954916962,Tier 3 - Near Prime,0.202
CUST131014,45,Employed,8.8,34789,572,5.3,1489,7006,1,1,2,Personal Loan,Home Improvement,8100,15.33,0.201,0.233,0.078,0,Ontario,43.294588249954195,-79.6782105344437,Tier 4 - Subprime,0.233
